HGNC_SYMBOL	GENE
KLHDC10	KLHDC10
KLHDC2	KLHDC2
KLHDC3	KLHDC3
KLHDC4	KLHDC4
KLHL42	KLHDC5
KBTBD12	KLHDC6
KLHDC7A	KLHDC7A
KLHDC7B	KLHDC7B
KBTBD11	KLHDC7C
KLHDC8A	KLHDC8A
KLHDC8B	KLHDC8B
KLHDC9	KLHDC9
KLHL1	KLHL1
KLHL10	KLHL10
KLHL11	KLHL11
KLHL12	KLHL12
KLHL13	KLHL13
KLHL14	KLHL14
KLHL15	KLHL15
GAN	KLHL16
KLHL17	KLHL17
KLHL18	KLHL18
KEAP1	KLHL19
KLHL2	KLHL2
KLHL20	KLHL20
KLHL21	KLHL21
KLHL22	KLHL22
KLHL23	KLHL23
KLHL24	KLHL24
KLHL25	KLHL25
KLHL26	KLHL26
IPP	KLHL27
KLHL28	KLHL28
KLHL29	KLHL29
KLHL3	KLHL3
KLHL30	KLHL30
KLHL31	KLHL31
KLHL32	KLHL32
KLHL33	KLHL33
KLHL34	KLHL34
KLHL35	KLHL35
KLHL36	KLHL36
ENC1	KLHL37
KLHL38	KLHL38
IVNS1ABP	KLHL39
KLHL4	KLHL4
KLHL40	KLHL40
KLHL41	KLHL41
KLHL42	KLHL42
KLHL5	KLHL5
KLHL6	KLHL6
KLHL7	KLHL6
KLHL7	KLHL7
KLHL8	KLHL8
KLHL9	KLHL9
TNIP2	KLIP
CENPU	KLIP1
YIPF3	KLIP1
KLK4	KLK-L1
KLK5	KLK-L2
KLK9	KLK-L3
KLK13	KLK-L4
KLK12	KLK-L5
KLK14	KLK-L6
KLK1	KLK1
KLK10	KLK10
KLK11	KLK11
KLK12	KLK12
KLK13	KLK13
KLK14	KLK14
KLK15	KLK15
KLK2	KLK2
KLK3	KLK3
KLKB1	KLK3
KLK4	KLK4
KLK5	KLK5
KLK1	Klk6
KLK6	KLK6
KLK6	Klk7
KLK7	KLK7
KLK8	KLK8
KLK9	KLK9
KLKB1	KLKB1
PRSS54	KLKBL4
KLLN	KLLN
KIF1B	KLP
KIF3B	KLP-11
KIF17	KLP-2
KIF3A	KLP-20
NAT14	KLP1
LCTL	KLPH
KLRK1	KLR
PPP1R21	KLRAQ1
KLRB1	KLRB1
KLRC1	KLRC1
KLRC2	KLRC2
KLRC3	KLRC3
KLRC4	KLRC4
KLRD1	KLRD1
KLRF1	KLRF1
KLRF2	KLRF2
KLRG1	KLRG1
KLRG2	KLRG2
KLRK1	KLRK1
GBA3	KLrP
RPS6KB2	KLS
SERPINA4	KLST
CCDC110	KM-HN-1
MYLK2	KMLC
KMO	KMO
SUV39H1	KMT1A
SUV39H2	KMT1B
EHMT2	KMT1C
EHMT1	KMT1D
SETDB1	KMT1E
SETDB2	KMT1F
KMT2A	KMT2A
KMT2B	KMT2B
KMT2C	KMT2C
KMT2D	KMT2D
KMT2E	KMT2E
SETD1A	KMT2F
SETD1B	KMT2G
ASH1L	KMT2H
SETD2	KMT3A
NSD1	KMT3B
SMYD2	KMT3C
SMYD1	KMT3D
SMYD3	KMT3E
NSD3	KMT3F
NSD2	KMT3G
DOT1L	KMT4
KMT5A	KMT5A
KMT5B	KMT5B
KMT5C	KMT5C
EZH2	KMT6
EZH2	KMT6A
EZH1	KMT6B
SETD7	KMT7
PRDM2	KMT8
PRDM2	KMT8A
PRDM9	KMT8B
PRDM6	KMT8C
PRDM8	KMT8D
MECOM	KMT8E
PRDM16	KMT8F
CR1	KN
KNCN	KNCN
KNDC1	KNDC1
KNG1	KNG
KNG1	KNG1
KNL1	KNL1
MIS18BP1	KNL2
DSN1	KNL3
COL18A1	KNO
COL18A1	KNO1
KNOP1	KNOP1
C21orf33	KNP-I
C21orf33	KNP-Ia
TRPM2	KNP3
C21orf33	KNPH
C21orf33	KNPI
KIF5B	KNS
KIF5B	KNS1
KLC1	KNS2
KLC1	KNS2A
KLC3	KNS2B
KIF11	KNSL1
KIFC1	KNSL2
KIF25	KNSL3
KIF22	KNSL4
KIF23	KNSL5
KIF2C	KNSL6
KIF15	KNSL7
KLC4	KNSL8
KNSTRN	KNSTRN
KTN1	KNT
KNTC1	KNTC1
ZW10	KNTC1AP
ZWILCH	KNTC1AP
NDC80	KNTC2
MIS12	KNTC2AP
ZWINT	KNTC2AP
KRT8	KO
RPTOR	KOG1
SPINT2	Kop
OPRK1	KOR
OPRL1	KOR-3
NOX4	KOX
NOX4	KOX-1
ZNF10	KOX1
ZNF17	KOX10
ZNF18	KOX11
ZNF19	KOX12
ZNF20	KOX13
ZNF182	KOX14
ZNF22	KOX15
ZNF23	KOX16
ZNF24	KOX17
ZKSCAN1	KOX18
ZNF25	KOX19
ZNF33B	KOX2
ZNF26	KOX20
ZNF37A	KOX21
ZNF224	KOX22
ZNF28	KOX24
ZNF3	KOX25
ZNF43	KOX27
ZNF30	KOX28
ZSCAN20	KOX29
ZNF12	KOX3
ZNF32	KOX30
ZNF33A	KOX31
ZNF33B	KOX31
ZNF34	KOX32
ZNF7	KOX4
ZNF33A	KOX5
ZNF14	KOX6
ZNF44	KOX7
ZNF708	KOX8
ZNF16	KOX9
MARK3	KP78
RNF123	KPC1
UBAC1	KPC2
LPAR5	KPG_010
LMTK2	KPI-2
LMTK2	KPI2
PLEKHB1	KPL1
SPEF2	KPL2
KPNA1	KPNA1
KPNA2	KPNA2
KPNA3	KPNA3
KPNA4	KPNA4
KPNA5	KPNA5
KPNA6	KPNA6
KPNA7	KPNA7
KPNA6	KPNA7
KPNB1	KPNB1
TNPO1	KPNB2
TNPO2	KPNB2B
IPO5	KPNB3
KRT10	KPP
DSP	KPPS2
KPRP	KPRP
KPTN	KPTN
ZNF600	KR-ZNF1
ZNF160	KR18
ZNF479	KR19
SSPN	KRAG
SSFA2	KRAP
KRAS	KRAS
KRAS	KRAS1
KRAS	KRAS2
KRBA1	KRBA1
KRBA2	KRBA2
ZNF486	KRBO2
ZNF534	KRBO3
KRBOX1	KRBOX1
POGK	KRBOX2
PRKRIP1	KRBOX3
KRBOX4	KRBOX4
HIVEP3	KRC
KRCC1	KRCC1
NAT10	Kre33
KREMEN1	KREMEN
KREMEN1	KREMEN1
KREMEN2	KREMEN2
RAP1A	KREV-1
DDX11	KRG2
KRI1	KRI1
KRIT1	KRIT1
KREMEN1	KRM1
KREMEN2	KRM2
MAFB	KRML
KIF20B	KRMP1
KRTAP5-9	KRN1
KRTAP5-1	KRN1L
EGR1	KROX-24
EGR2	KROX20
KLHL41	Krp1
KRR1	KRR1
STK3	KRS1
STK4	KRS2
KRT1	KRT1
KRT33A	Krt1-3
KRT10	KRT10
KRT12	KRT12
KRT13	KRT13
KRT14	KRT14
KRT15	KRT15
KRT16	KRT16
KRT17	KRT17
KRT18	KRT18
KRT19	KRT19
KRT1	KRT1A
KRT77	KRT1B
KRT2	KRT2
KRT20	KRT20
KRT222	KRT222
KRT222	KRT222P
KRT23	KRT23
KRT24	KRT24
KRT25	KRT25
KRT25	KRT25A
KRT26	KRT25B
KRT27	KRT25C
KRT28	KRT25D
KRT26	KRT26
KRT27	KRT27
KRT28	KRT28
KRT2	KRT2A
KRT76	KRT2B
KRT76	KRT2P
KRT3	KRT3
KRT31	KRT31
KRT32	KRT32
KRT33A	KRT33A
KRT33B	KRT33B
KRT34	KRT34
KRT35	KRT35
KRT36	KRT36
KRT37	KRT37
KRT38	KRT38
KRT39	KRT39
KRT4	KRT4
KRT40	KRT40
KRT5	KRT5
KRT5	KRT5A
KRT74	KRT5C
KRT72	KRT6
KRT6A	KRT6A
KRT6B	KRT6B
KRT6C	KRT6C
KRT6A	KRT6C
KRT6A	KRT6D
KRT6C	KRT6E
KRT71	KRT6IRS
KRT71	KRT6IRS1
KRT72	KRT6IRS2
KRT73	KRT6IRS3
KRT74	KRT6IRS4
KRT79	KRT6L
KRT7	KRT7
KRT71	KRT71
KRT72	KRT72
KRT73	KRT73
KRT74	KRT74
KRT75	KRT75
KRT76	KRT76
KRT77	KRT77
KRT78	KRT78
KRT79	KRT79
KRT8	KRT8
KRT80	KRT80
KRT81	KRT81
KRT82	KRT82
KRT83	KRT83
KRT84	KRT84
KRT85	KRT85
KRT86	KRT86
KRT9	KRT9
KRTAP1-1	KRTAP1-1
KRTAP1-3	KRTAP1-3
KRTAP1-4	KRTAP1-4
KRTAP1-5	KRTAP1-5
KRTAP10-1	KRTAP10-1
KRTAP10-10	KRTAP10-10
KRTAP10-11	KRTAP10-11
KRTAP10-12	KRTAP10-12
KRTAP10-2	KRTAP10-2
KRTAP10-3	KRTAP10-3
KRTAP10-4	KRTAP10-4
KRTAP10-5	KRTAP10-5
KRTAP10-6	KRTAP10-6
KRTAP10-7	KRTAP10-7
KRTAP10-8	KRTAP10-8
KRTAP10-9	KRTAP10-9
KRTAP11-1	KRTAP11-1
KRTAP12-1	KRTAP12-1
KRTAP12-2	KRTAP12-2
KRTAP12-3	KRTAP12-3
KRTAP12-4	KRTAP12-4
KRTAP12-1	KRTAP12.1
KRTAP12-2	KRTAP12.2
KRTAP12-3	KRTAP12.3
KRTAP12-4	KRTAP12.4
KRTAP13-1	KRTAP13-1
KRTAP13-2	KRTAP13-2
KRTAP13-3	KRTAP13-3
KRTAP13-4	KRTAP13-4
KRTAP15-1	KRTAP15-1
KRTAP16-1	KRTAP16-1
KRTAP17-1	KRTAP17-1
KRTAP10-1	KRTAP18-1
KRTAP10-10	KRTAP18-10
KRTAP10-11	KRTAP18-11
KRTAP10-12	KRTAP18-12
KRTAP10-2	KRTAP18-2
KRTAP10-3	KRTAP18-3
KRTAP10-4	KRTAP18-4
KRTAP10-5	KRTAP18-5
KRTAP10-6	KRTAP18-6
KRTAP10-7	KRTAP18-7
KRTAP10-8	KRTAP18-8
KRTAP10-9	KRTAP18-9
KRTAP10-11	KRTAP18.11
KRTAP10-12	KRTAP18.12
KRTAP10-4	KRTAP18.4
KRTAP10-6	KRTAP18.6
KRTAP10-8	KRTAP18.8
KRTAP19-1	KRTAP19-1
KRTAP19-2	KRTAP19-2
KRTAP19-3	KRTAP19-3
KRTAP19-4	KRTAP19-4
KRTAP19-5	KRTAP19-5
KRTAP19-6	KRTAP19-6
KRTAP19-7	KRTAP19-7
KRTAP19-8	KRTAP19-8
KRTAP20-3	KRTAP19P4
KRTAP2-1	KRTAP2-1
KRTAP2-2	KRTAP2-2
KRTAP2-3	KRTAP2-3
KRTAP2-4	KRTAP2-4
KRTAP20-1	KRTAP20-1
KRTAP20-2	KRTAP20-2
KRTAP20-3	KRTAP20-3
KRTAP21-1	KRTAP21-1
KRTAP21-2	KRTAP21-2
KRTAP21-3	KRTAP21-3
KRTAP22-1	KRTAP22-1
KRTAP22-2	KRTAP22-2
KRTAP23-1	KRTAP23-1
KRTAP24-1	KRTAP24-1
KRTAP25-1	KRTAP25-1
KRTAP26-1	KRTAP26-1
KRTAP27-1	KRTAP27-1
KRTAP29-1	KRTAP29-1
KRTAP3-1	KRTAP3-1
KRTAP3-2	KRTAP3-2
KRTAP3-3	KRTAP3-3
KRTAP4-1	KRTAP4-1
KRTAP4-1	KRTAP4-10
KRTAP4-11	KRTAP4-11
KRTAP4-12	KRTAP4-12
KRTAP4-4	KRTAP4-13
KRTAP4-11	KRTAP4-14
KRTAP4-6	KRTAP4-15
KRTAP4-2	KRTAP4-2
KRTAP4-3	KRTAP4-3
KRTAP4-4	KRTAP4-4
KRTAP4-5	KRTAP4-5
KRTAP4-6	KRTAP4-6
KRTAP4-7	KRTAP4-7
KRTAP4-8	KRTAP4-8
KRTAP4-9	KRTAP4-9
KRTAP5-1	KRTAP5-1
KRTAP5-9	KRTAP5-1
KRTAP5-10	KRTAP5-10
KRTAP5-11	KRTAP5-11
KRTAP5-5	KRTAP5-11
KRTAP5-2	KRTAP5-2
KRTAP5-8	KRTAP5-2
KRTAP5-3	KRTAP5-3
KRTAP5-7	KRTAP5-3
KRTAP5-4	KRTAP5-4
KRTAP5-5	KRTAP5-5
KRTAP5-6	KRTAP5-6
KRTAP5-11	KRTAP5-6
KRTAP5-7	KRTAP5-7
KRTAP5-8	KRTAP5-8
KRTAP5-2	KRTAP5-8
KRTAP5-9	KRTAP5-9
KRTAP5-3	KRTAP5-9
KRTAP5-1	KRTAP5.1
KRTAP5-10	KRTAP5.10
KRTAP5-11	KRTAP5.11
KRTAP5-2	KRTAP5.2
KRTAP5-3	KRTAP5.3
KRTAP5-4	KRTAP5.4
KRTAP5-5	KRTAP5.5
KRTAP5-6	KRTAP5.6
KRTAP5-7	KRTAP5.7
KRTAP5-8	KRTAP5.8
KRTAP5-9	KRTAP5.9
KRTAP6-1	KRTAP6-1
KRTAP6-2	KRTAP6-2
KRTAP6-3	KRTAP6-3
KRTAP7-1	KRTAP7-1
KRTAP8-1	KRTAP8-1
KRTAP9-1	KRTAP9-1
KRTAP9-2	KRTAP9-2
KRTAP9-3	KRTAP9-3
KRTAP9-4	KRTAP9-4
KRTAP9-9	KRTAP9-5
KRTAP9-6	KRTAP9-6
KRTAP9-7	KRTAP9-7
KRTAP9-8	KRTAP9-8
KRTAP9-9	KRTAP9-9
KRTAP9-7	KRTAP9L1
KRTAP9-6	KRTAP9L2
KRTAP9-1	KRTAP9L3
PERP	KRTCAP1
KRTCAP2	KRTCAP2
KRTCAP3	KRTCAP3
KRTDAP	KRTDAP
KRT2	KRTE
KRT31	KRTHA1
KRT32	KRTHA2
KRT33A	KRTHA3A
KRT33B	KRTHA3B
KRT34	KRTHA4
KRT35	KRTHA5
KRT36	KRTHA6
KRT37	KRTHA7
KRT38	KRTHA8
KRT81	KRTHB1
KRT82	KRTHB2
KRT83	KRTHB3
KRT84	KRTHB4
KRT85	KRTHB5
KRT86	KRTHB6
KRT6B	KRTL1
SH3D19	Kryn
COL18A1	KS
OXSM	KS
CXCL14	KS1
ZNF382	KS1
EPCAM	KS1/4
EPCAM	KSA
CHST1	KSGal6ST
KCND3	KSHIVB
FGFBP2	KSP37
TMEM72	KSP37
CNKSR1	KSR
KSR1	KSR
KSR1	KSR1
KSR2	KSR2
CNKSR2	KSR2
KHSRP	KSRP
SERPINA4	KST
SLC5A11	KST1
KCNK15	KT3.3
POGLUT1	KTELC1
DNAH5	KTGNR
DPH3	KTI11
KTI12	KTI12
KTN1	KTN1
GSG1L	KTSR5831
DNAAF2	KTU
ARMC9	KU-MEL-1
XRCC6	KU70
XRCC5	KU80
XRCC5	Ku86
TMEM189	Kua
CLU	KUB1
XRCC5	KUB2
ATP23	KUB3
RPRD1B	Kub5-Hera
ZBTB25	KUP
C21orf59	Kur
ADAM10	kuz
KCNA1	Kv1.1
KCNA2	Kv1.2
KCNA3	Kv1.3
KCNA4	Kv1.4
KCNA5	Kv1.5
KCNA6	Kv1.6
KCNA7	Kv1.7
KCNA10	Kv1.8
KCNH1	Kv10.1
KCNH5	Kv10.2
KCNH2	Kv11.1
KCNH6	Kv11.2
KCNH7	Kv11.3
KCNH8	Kv12.1
KCNH3	Kv12.2
KCNH4	Kv12.3
KCNB1	Kv2.1
KCNB2	Kv2.2
KCNC1	Kv3.1
KCNC2	Kv3.2
KCNC3	Kv3.3
KCNC4	Kv3.4
KCND1	Kv4.1
KCND2	Kv4.2
KCND3	Kv4.3
KCNF1	Kv5.1
KCNG1	Kv6.1
KCNG2	Kv6.2
KCNG3	Kv6.3
KCNG4	Kv6.4
KCNQ1	Kv7.1
KCNQ2	Kv7.2
KCNQ3	Kv7.3
KCNQ4	Kv7.4
KCNQ5	Kv7.5
KCNV1	Kv8.1
KCNV2	Kv8.2
KCNS1	Kv9.1
KCNS2	Kv9.2
KCNS3	Kv9.3
KCNAB1	Kvb1.3
TMEM81	KVLA2788
KCNQ1	KVLQT1
XK	Kx
KXD1	KXD1
KXD1	KXDL
KY	KY
KYAT1	KYAT1
AADAT	KYAT2
KYAT3	KYAT3
GOT2	KYAT4
KYNU	KYNU
FHL1	KYO-T
CALD1	L-CAD
CPT1A	L-CPT1
FABP1	L-FABP
JAK3	L-JAK
PTGDS	L-PGDS
LCP1	L-PLASTIN
ERAP2	L-RAP
SOX5	L-SOX5
MLPH	l(1)-3Rk
RPL10	L10
RPL10A	L10A
RPLP0	L10E
MRPL10	L10MT
JPT2	L11
RPL11	L11
RPL12	L12
RSL1D1	L12
MRPL13	L13
RPL13	L13
MRPL13	L13A
RPL13A	L13A
MRPL13	L13mt
RPL14	L14
CCDC34	L15
RPL15	L15
MRPL15	L15mt
RPL17	L17
RPL18	L18
RPL18A	L18A
RPL19	L19
SIK3	L19
L1CAM	L1CAM
CHL1	L1CAM2
MLPH	l1Rk3
L1TD1	L1TD1
PPFIBP1	L2
ZACN	L2
RPL21	L21
RPL22	L22
RPL23	L23
RPL23A	L23A
MRPL23	L23MRP
RPL24	L24
RPL26	L26
RPL27	L27
RPL27A	L27A
RPL28	L28
RPL29	L29
DTL	L2DTL
L2HGDH	L2HGDH
RPL3	L3
RPL30	L30
RSL24D1	L30
RPL31	L31
RPL32	L32
MRPL32	L32mt
RPL34	L34
MRPL34	L34mt
RPL35	L35
RPL35A	L35A
RPL36	L36
RPL36A	L36A
MRPL36	L36mt
RPL37	L37
RPL37A	L37A
RPL38	L38
RPL39	L39
MRPL39	L39mt
L3HYPDH	L3HYPDH
L3MBTL1	L3MBTL
L3MBTL1	L3MBTL1
L3MBTL2	L3MBTL2
L3MBTL3	L3MBTL3
L3MBTL4	L3MBTL4
RPL4	L4
UBA52	L40
RPL41	L41
MRPL49	L49mt
KNCN	L5
RPL5	L5
MED10	L6
RPL6	L6
TM4SF1	L6
TM4SF18	L6D
RPL7	L7
RPL7A	L7A
RPL8	L8
RPL9	L9
SSB	La
PPBP	LA-PF4
SSB	La/SSB
HNRNPDL	laAUF1
LAT2	LAB
LRBA	LAB300
ABHD1	LABH1
ABHD2	LABH2
ABHD3	LABH3
LACC1	LACC1
AFG1L	LACE1
ACOT7	LACH1
ACOT1	LACH2
TFPI	LACI
HCAR1	LACR1
LACRT	LACRITIN
LACRT	LACRT
ACSL1	LACS
ACSL1	LACS1
ACSL1	LACS2
ACSL6	LACS2
ACSL4	LACS4
ACSL6	LACS5
LACTB	LACTB
LACTB2	LACTB2
LACTBL1	LACTBL1
DLD	LAD
LAD1	LAD1
AFF3	LAF4
STMN1	Lag
GNLY	LAG-2
CERS1	LAG1
CCL4	LAG1
GNLY	LAG2
LAG3	LAG3
CTAG2	LAGE-1
CTAG2	LAGE-1a
CTAG2	LAGE-1b
CTAG2	LAGE1
CTAG1A	LAGE2A
CTAG1B	LAGE2A
CTAG1B	LAGE2B
LAGE3	LAGE3
HOPX	LAGY
DSG4	LAH
LAIR1	LAIR1
LAIR2	LAIR2
ALPK1	Lak
ARL4C	LAK
PAPD7	LAK-1
TMC6	LAK-4P
LIPA	LAL
LALBA	LALBA
ENTPD7	LALP1
ENTPD4	LALP70
TSC1	LAM
TSC2	LAM
SELL	LAM-1
SELL	LAM1
LAMA1	LAMA
LAMA1	LAMA1
LAMA2	LAMA2
LAMA3	LAMA3
LAMA4	LAMA3
LAMA4	LAMA4
LAMA5	LAMA5
MAN2B1	LAMAN
LAMB1	LAMB1
LAMB2	LAMB2
LAMC1	LAMB2
LAMC2	LAMB2T
LAMB3	LAMB3
LAMB4	LAMB4
CRYL1	lambda-CRY
LAMC1	LAMC1
LAMC2	LAMC2
LAMC3	LAMC3
LAMA2	LAMM
LAMA3	LAMNA
LAMB3	LAMNB1
LAMC2	LAMNB2
LAMP3	LAMP
LSAMP	LAMP
LAMP1	LAMP1
LAMP2	LAMP2
LAMP3	LAMP3
CD68	LAMP4
LAMP5	LAMP5
RPSA	LAMR1
LAMB2	LAMS
LAMTOR1	LAMTOR1
LAMTOR2	LAMTOR2
LAMTOR3	LAMTOR3
LAMTOR4	LAMTOR4
LAMTOR5	LAMTOR5
DGCR2	LAN
LANCL1	LANCL1
LANCL2	LANCL2
LANCL3	LANCL3
CD207	Langerin
LRRC1	LANO
ANP32A	LANP
ANP32E	LANP-L
ANP32E	LANPL
ACP2	LAP
CEBPB	LAP
CENPJ	LAP
LAP3	LAP
ANPEP	LAP1
TRAF3	LAP1
STMN1	LAP18
TOR1AIP1	LAP1B
ERBIN	LAP2
TMPO	LAP2
LAP3	LAP3
ENTPD4	LAP70
LAP3	LAPEP
LZTS2	LAPSER1
LAPTM4A	LAPTM4
LAPTM4A	LAPTM4A
LAPTM4B	LAPTM4B
LAPTM5	LAPTM5
PTPRF	LAR
CCL20	LARC
TNFRSF25	LARD
ARHGEF12	LARG
LARGE1	LARGE
LARGE1	LARGE1
LARGE2	LARGE2
RBM4	LARK
LARP1	LARP
LARP1	LARP1
LARP1B	LARP1B
LARP1B	LARP2
SSB	LARP3
LARP4	LARP4
LARP4B	LARP4B
LARP4B	LARP5
LARP6	LARP6
LARP7	LARP7
LARS	LARS
LARS	LARS1
LARS2	LARS2
LIAS	LAS
CASC1	LAS1
LAS1L	LAS1L
C18orf54	LAS2
PIGG	LAS21
LASP1	Lasp-1
LASP1	LASP1
NEBL	LASP2
CERS1	LASS1
CERS2	LASS2
CERS3	LASS3
CERS4	LASS4
CERS5	LASS5
CERS6	LASS6
LAT	LAT
SPNS1	LAT
SLC7A6	LAT-2
LAT	LAT1
SLC7A5	LAT1
LAT2	LAT2
SLC7A8	LAT2
SLC7A6	LAT3
ORC3	LATHEO
LATS1	LATS1
LATS2	LATS2
LAX1	LAX
LAX1	LAX1
LAYN	LAYN
BCL6	LAZ3
CKAP2	LB1
LRBA	LBA
TRANK1	LBA1
AKAP13	LBC
ARHGEF1	LBCL2
LBH	LBH
SMIM29	LBH
LBHD1	LBHD1
ABCA3	LBM180
EVC2	LBN
LBP	LBP
UBP1	LBP-1a
TFCP2	LBP-1C
GRHL1	LBP-32
TFCP2L1	LBP-9
LBR	LBR
LBX1	LBX1
LBX1	LBX1H
LBX2	LBX2
SKOR1	LBXCOR1
PTPN7	LC-PTP
MYL9	LC20
LAPTM4B	LC27
MAP1LC3A	LC3
MAP1LC3A	LC3A
LCP1	LC64P
DYNLL1	LC8
CLTA	Lca
PTPRC	LCA
GUCY2D	LCA
GUCY2D	LCA1
CEP290	LCA10
IMPDH1	LCA11
RD3	LCA12
RDH12	LCA13
LRAT	LCA14
TULP1	LCA15
KCNJ13	LCA16
RPE65	LCA2
SPATA7	LCA3
AIPL1	LCA4
LCA5	LCA5
LCA5L	LCA5L
RPGRIP1	LCA6
CRX	LCA7
CRB1	LCA8
NMNAT1	LCA9
ACADVL	LCACD
ACADL	LCAD
LCAT	LCAT
CLTB	Lcb
SPTLC1	LCB1
SPTLC2	LCB2
SPTLC2	LCB2A
SPTLC3	LCB2B
CCL16	LCC-1
AMOTL2	LCCP
GLE1	LCCS1
ERBB3	LCCS2
PIP5K1C	LCCS3
TGFBI	LCD1
ELOVL6	LCE
LCE1A	LCE1A
LCE1B	LCE1B
LCE1C	LCE1C
LCE1D	LCE1D
LCE1E	LCE1E
LCE1F	LCE1F
LCE2A	LCE2A
LCE2B	LCE2B
LCE2C	LCE2C
LCE2D	LCE2D
LCE3A	LCE3A
LCE3B	LCE3B
LCE3C	LCE3C
LCE3D	LCE3D
LCE3E	LCE3E
LCE4A	LCE4A
LCE5A	LCE5A
LCE6A	LCE6A
HADHA	LCEH
IL16	LCF
LHCGR	LCGR
HADHA	LCHAD
KIAA1147	LCHN
LCK	LCK
ICK	LCK2
LCLAT1	LCLAT1
MED19	LCMR1
LCMT1	LCMT1
LCMT2	LCMT2
LCN1	LCN1
LCN10	LCN10
LCN12	LCN12
OBP2A	LCN13
OBP2B	LCN14
LCN15	LCN15
LCN2	LCN2
LCN8	LCN5
LCN6	LCN6
TINAGL1	LCN7
LCN8	LCN8
LCN9	LCN9
LCNL1	LCNL1
LCOR	LCOR
LCORL	LCORL
KLHDC2	LCP
LCP1	LCP1
TOX4	LCP1
LCP2	LCP2
NGDN	LCP5
NFE2L1	LCR-F1
NPIPA8	LCR16a9
CRISPLD1	LCRISP1
CRISPLD2	LCRISP2
RTRAF	LCRP369
LCT	LCT
LCTL	LCTL
TET1	LCX
EPM2A	LD
FMN1	LD
ZKSCAN8	LD5-1
CCL3	LD78ALPHA
LDAH	LDAH
LDB1	LDB1
LDB2	LDB1
LDB2	LDB2
LDB3	LDB3
LUM	LDC
EPM2A	LDE
PPBP	LDGF
LDHAL6A	LDH6A
LDHAL6B	LDH6B
LDHA	LDHA
LDHAL6B	LDHAL6
LDHAL6A	LDHAL6A
LDHAL6B	LDHAL6B
LDHB	LDHB
LDHC	LDHC
LDHD	LDHD
LDHAL6B	LDHL
PLA2G7	LDL-PLA2
COG1	LDLB
COG2	LDLC
LDLR	LDLCQ2
LDLR	LDLR
LDLRAD1	LDLRAD1
LDLRAD2	LDLRAD2
LDLRAD3	LDLRAD3
LDLRAD4	LDLRAD4
LDLRAP1	LDLRAP1
CYP51A1	LDM
LDOC1	LDOC1
RTL6	LDOC1L
CPQ	LDP
LPXN	LDPL
HPS4	LE
FUT3	LE
NPAS4	Le-PAS
SNRPA1	Lea1
HAMP	LEAP-1
LEAP2	LEAP-2
HAMP	LEAP1
LEAP2	LEAP2
CCL16	LEC
ADGRL2	LEC1
ADGRL1	LEC2
ADGRL3	LEC3
MPDU1	Lec35
CXCL8	LECT
CNMD	LECT1
LECT2	LECT2
SMIM10L2A	LED
PSIP1	LEDGF
LEF1	LEF1
LEFTY2	LEFTA
LEFTY1	LEFTB
LEFTY1	LEFTY1
LEFTY2	LEFTY2
LEFTY2	LEFTYA
LEFTY1	LEFTYB
C6orf58	LEG1
IFNA17	LEIF2C1
IFNA14	LEIF2H
LEKR1	LEKR1
SPINK5	LEKTI
LELP1	LELP1
LEXM	LEM
ANKLE2	Lem4
LEMD1	LEMD1
LEMD2	LEMD2
LEMD3	LEMD3
TMPO	LEMD4
EMD	LEMD5
ANKLE1	LEMD6
ANKLE2	LEMD7
LEMD1	LEMP-1
LENEP	LENEP
LENG1	LENG1
CNOT3	LENG2
PPP1R12C	LENG3
MBOAT7	LENG4
TSEN34	LENG5
EEF1A1	LENG7
LENG8	LENG8
LENG9	LENG9
LEO1	LEO1
LEP	LEP
LCE1A	LEP1
LCE2B	LEP10
LCE2C	LEP11
LCE2D	LEP12
LCE3A	LEP13
LCE3B	LEP14
LCE3C	LEP15
LCE3D	LEP16
LCE3E	LEP17
LCE5A	LEP18
LCE1B	LEP2
LCE1C	LEP3
LCE1D	LEP4
LCE1E	LEP5
LENEP	LEP503
LCE1F	LEP6
C1orf68	LEP7
LCE4A	LEP8
LCE2A	LEP9
LEPR	LEPR
P3H1	LEPRE1
P3H1	LEPRECAN
P3H2	LEPREL1
P3H3	LEPREL2
CRTAP	LEPREL3
P3H4	LEPREL4
LEPROT	LEPROT
LEPROTL1	LEPROTL1
ZC3H15	LEREPO4
GPER1	LERGU
GPER1	LERGU2
EFNB3	LERK-8
EFNA1	LERK1
EFNB1	LERK2
EFNA3	LERK3
EFNA4	LERK4
EFNB2	LERK5
EFNA2	LERK6
EFNA5	LERK7
LINGO1	LERN1
LINGO3	LERN2
LINGO2	LERN3
CXCR4	LESTR
SPACA6	LET7EH
RAET1E	LETAL
SPINK5	LETKI
LETM1	LETM1
LETM2	LETM2
LETMD1	LETMD1
FN1	LETS
SELL	Leu-8
CD7	LEU-9
CD5	LEU1
TRIM13	Leu5
B3GAT1	LEU7
SERPINB4	LEUPIN
LARS2	LEURS
LARS	LEUS
LEUTX	LEUTX
LEXM	LEXM
ITGAL	LFA-1
ITGB2	LFA-1
CD58	LFA3
HNF1A	LFB1
HNF1B	LFB3
ECT2L	LFDH
FAIM2	LFG
GRINA	LFG1
FAIM2	LFG2
TMBIM1	LFG3
TMBIM4	LFG4
DIAPH1	LFHL1
LFNG	LFNG
ARHGEF2	LFP40
ITLN1	LFR
TP53	LFS1
