Parent	Parent_Index	Parent_Type	Target	Target_Index	Target_Type	Interaction
FOXA1	5279	protein	ATP5J	1433	protein	-t>
FOXA1	5279	protein	COL18A1	3052	protein	-t>
FOXA1	5279	protein	SCGB1A1	14046	protein	-t>
FOXA1	5279	protein	DSCAM	3924	protein	-t>
FOXA1	5279	protein	CDKN1B	2655	protein	-t>
FOXA1	5279	protein	Cyclin_D1	3455	protein	-t>
FOXA1	5279	protein	SOD1	14645	protein	-t>
FOXA1	5279	protein	NKX2-1	9737	protein	-t|
FOXA1	5279	protein	DHT/AR/FOXA1_(complex)	3721	complex	component>
FOXA1	5279	protein	FOXA_(family)	5278	family	member>
FOXA1	5279	protein	FOXA1-2_(family)	5280	family	member>
NFATC2	9657	protein	T_cell_anergy_(abstract)	15198	abstract	-a>
NFATC2	9657	protein	GBP3	5655	protein	-t>
NFATC2	9657	protein	O60756	10167	protein	-t>
NFATC2	9657	protein	SLC3A2	14413	protein	-t>
NFATC2	9657	protein	Cytokine_(rna)	3511	rna	-t>
NFATC2	9657	protein	IKZF1	7028	protein	-t>
NFATC2	9657	protein	PTPRK	12882	protein	-t>
NFATC2	9657	protein	DGKA	3702	protein	-t>
NFATC2	9657	protein	IL4	7228	protein	-t>
NFATC2	9657	protein	JUN/FOS/NFAT1_(complex)	7785	complex	component>
NFATC2	9657	protein	CK1_alpha/NFAT1_(complex)	2905	complex	component>
NFATC2	9657	protein	Fra1/JunB/NFAT1_(complex)	5324	complex	component>
NFATC2	9657	protein	NFAT1/JUN/FOS_(complex)	9646	complex	component>
NFATC2	9657	protein	NFAT1/CK1_alpha_(complex)	9644	complex	component>
NFATC2	9657	protein	MEF2D/NFAT1/Cbp/p300_(complex)	8793	complex	component>
NFATC2	9657	protein	NFAT1/FOXP3_(complex)	9645	complex	component>
NFATC2	9657	protein	CABIN1/Cbp/p300_(complex)	2054	complex	component>
NFATC2	9657	protein	NFAT1-c-4-inactive2_(family)	9639	family	member>
NFATC2	9657	protein	NFAT1-c-4_(family)	9637	family	member>
NFATC2	9657	protein	NFAT1_(cleaved)_(family)	9634	family	member>
NFATC2	9657	protein	NFAT1-c-4-inactive1_(family)	9638	family	member>
Myc/Max_heterodimer_(complex)	9182	complex	CDC25A	2556	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	ACADM	162	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	ACOX1	200	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	ACSL1	202	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	ALAS1	588	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	ANGPTL4	993	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	ANKRD1	998	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	APOA2	1099	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	APOA5	1101	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	CPT1A	3208	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	CPT2	3212	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	CTGF	3315	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	CYP1A1	3485	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	CYP4A11	3490	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	CYP7A1	3492	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	FABP1	4858	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	SLC27A1	14397	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	FHL2	5201	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	GLIPR1	5768	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	GRHL1	6091	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	HMGCS1	6658	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	HMGCS2	6659	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	ME1	8738	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	PPARA	12457	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	RGL1	13542	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	SULT2A1	15049	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	TNFRSF21	15786	protein	-t>
PPARA/RXRA_Coactivator_Complex_(complex)	12459	complex	UGT1A9	16299	protein	-t>
G1/S_transition_of_mitotic_cell_cycle_(abstract)	5484	abstract	TK1	15683	protein	-t>
G1/S_transition_of_mitotic_cell_cycle_(abstract)	5484	abstract	POLA1	12288	protein	-t>
G1/S_transition_of_mitotic_cell_cycle_(abstract)	5484	abstract	RANBP1	13185	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	TFRC	15518	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	ID2	6855	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	CXCR4	3395	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	TERT	15469	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	RORA-4	13760	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	MCL1	8698	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	PGK1	11747	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	PFKL	11727	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	NDRG1	9365	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	SERPINE1	14163	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	ITGB2	7703	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	LEP	8247	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	GCK	5663	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	ENO1	4456	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	NPM1	9863	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	HK1	6592	protein	-t>
HIF1A/ARNT_(complex)	6440	complex	HIF1A/ARNT/Cbp/p300/HDAC7_(complex)	6442	complex	component>
HIF1A/ARNT_(complex)	6440	complex	HIF1A/ARNT/Cbp/p300_(complex)	6441	complex	component>
CBP/p300_(family)	2318	family	FOXO4	5306	protein	-a>
CBP/p300_(family)	2318	family	FOXO4	5306	protein	-a>
CBP/p300_(family)	2318	family	YY1	16832	protein	-a|
CBP/p300_(family)	2318	family	YY1	16832	protein	-a|
CBP/p300_(family)	2318	family	T-DHT/AR/TIF2_(complex)	15225	complex	-a|
CBP/p300_(family)	2318	family	T-DHT/AR/TIF2_(complex)	15225	complex	-a|
CBP/p300_(family)	2318	family	HIST1H1E	6508	protein	-a|
CBP/p300_(family)	2318	family	HIST1H1E	6508	protein	-a|
CBP/p300_(family)	2318	family	SGK1	14199	protein	-t>
CBP/p300_(family)	2318	family	SGK1	14199	protein	-t>
CBP/p300_(family)	2318	family	BDKRB2	1685	protein	-t>
CBP/p300_(family)	2318	family	BDKRB2	1685	protein	-t>
CBP/p300_(family)	2318	family	NCL	9340	protein	-t>
CBP/p300_(family)	2318	family	NCL	9340	protein	-t>
CBP/p300_(family)	2318	family	BNIP3L	1859	protein	-t>
CBP/p300_(family)	2318	family	BNIP3L	1859	protein	-t>
CBP/p300_(family)	2318	family	Cyclin_D1	3455	protein	-t>
CBP/p300_(family)	2318	family	Cyclin_D1	3455	protein	-t>
CBP/p300_(family)	2318	family	GCK	5663	protein	-t>
CBP/p300_(family)	2318	family	GCK	5663	protein	-t>
CBP/p300_(family)	2318	family	CCND2	2374	protein	-t>
CBP/p300_(family)	2318	family	CCND2	2374	protein	-t>
CBP/p300_(family)	2318	family	TERT	15469	protein	-t>
CBP/p300_(family)	2318	family	TERT	15469	protein	-t>
CBP/p300_(family)	2318	family	RARs/AIB1/Cbp/p300/PCAF/9cRA_(complex)	13243	complex	component>
CBP/p300_(family)	2318	family	RARs/AIB1/Cbp/p300/PCAF/9cRA_(complex)	13243	complex	component>
CBP/p300_(family)	2318	family	p53/Cbp/p300/CARM1/PRMT1_(tetramer)_(complex)	11284	complex	component>
CBP/p300_(family)	2318	family	p53/Cbp/p300/CARM1/PRMT1_(tetramer)_(complex)	11284	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/PIAS3_(complex)	2325	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/PIAS3_(complex)	2325	complex	component>
CBP/p300_(family)	2318	family	MDM2/UBCH5/Cbp/p300_(complex)	8731	complex	component>
CBP/p300_(family)	2318	family	MDM2/UBCH5/Cbp/p300_(complex)	8731	complex	component>
CBP/p300_(family)	2318	family	MYOD/Cbp/p300_(complex)	9243	complex	component>
CBP/p300_(family)	2318	family	MYOD/Cbp/p300_(complex)	9243	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/SNIP1_(complex)	2328	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/SNIP1_(complex)	2328	complex	component>
CBP/p300_(family)	2318	family	FOXM1B/Cbp/p300_(complex)	5290	complex	component>
CBP/p300_(family)	2318	family	FOXM1B/Cbp/p300_(complex)	5290	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/SKP2_(complex)	2327	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/SKP2_(complex)	2327	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/JMY_(complex)	2322	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/JMY_(complex)	2322	complex	component>
CBP/p300_(family)	2318	family	NF_kappa_B1_p50/RelA/Cbp_(complex)	9607	complex	component>
CBP/p300_(family)	2318	family	NF_kappa_B1_p50/RelA/Cbp_(complex)	9607	complex	component>
CBP/p300_(family)	2318	family	CABIN1/Cbp/p300_(complex)	2054	complex	component>
CBP/p300_(family)	2318	family	CABIN1/Cbp/p300_(complex)	2054	complex	component>
CBP/p300_(family)	2318	family	MEF2D/NFAT1/Cbp/p300_(complex)	8793	complex	component>
CBP/p300_(family)	2318	family	MEF2D/NFAT1/Cbp/p300_(complex)	8793	complex	component>
CBP/p300_(family)	2318	family	MYOD/Cbp/p300/Myb_(complex)	9244	complex	component>
CBP/p300_(family)	2318	family	MYOD/Cbp/p300/Myb_(complex)	9244	complex	component>
CBP/p300_(family)	2318	family	HIF1A/ARNT/Cbp/p300_(complex)	6441	complex	component>
CBP/p300_(family)	2318	family	HIF1A/ARNT/Cbp/p300_(complex)	6441	complex	component>
CBP/p300_(family)	2318	family	HIF1A/ARNT/Cbp/p300/HDAC7_(complex)	6442	complex	component>
CBP/p300_(family)	2318	family	HIF1A/ARNT/Cbp/p300/HDAC7_(complex)	6442	complex	component>
CBP/p300_(family)	2318	family	MYC/Max/Cbp/p300_(complex)	9183	complex	component>
CBP/p300_(family)	2318	family	MYC/Max/Cbp/p300_(complex)	9183	complex	component>
CBP/p300_(family)	2318	family	HIF1A/ARNT/Cbp/p300/Src-1_(complex)	6443	complex	component>
CBP/p300_(family)	2318	family	HIF1A/ARNT/Cbp/p300/Src-1_(complex)	6443	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/Src-1_(complex)	2329	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/Src-1_(complex)	2329	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/PCAF_(complex)	2324	complex	component>
CBP/p300_(family)	2318	family	Cbp/p300/PCAF_(complex)	2324	complex	component>
FOXA_(family)	5278	family	C4BPB	2016	protein	-t>
BACH1	1591	protein	BRCA1/BACH1/BARD1/TopBP1_(complex)	1904	complex	component>
BACH1	1591	protein	BRCA1/BACH1_(complex)	1902	complex	component>
NFAT1-c-4_(family)	9637	family	NFATC1-2	9656	protein	-t>
NFAT1-c-4_(family)	9637	family	EGR3	4304	protein	-t>
NFAT1-c-4_(family)	9637	family	BCL2	1661	protein	-t>
NFAT1-c-4_(family)	9637	family	NFAT1-c-4/ICER1_(complex)	9640	complex	component>
NFAT1-c-4_(family)	9637	family	NFAT1-c-4_(dimer)/EGR4_(complex)	9636	complex	component>
NFAT1-c-4_(family)	9637	family	NFAT1-c-4_(dimer)/EGR1_(complex)	9635	complex	component>
NFAT1-c-4_(family)	9637	family	JUN/NFAT1-c-4/p21SNFT_(complex)	7798	complex	component>
NFAT1-c-4_(family)	9637	family	NFAT1-c-4/PPARG_(complex)	9642	complex	component>
NFAT1-c-4_(family)	9637	family	JUN/FOS/NFAT1-c-4_(complex)	7786	complex	component>
SHH	14258	protein	SHH_Np/Cholesterol/GPC3_(complex)	14263	complex	component>
SHH	14258	protein	SHH_Np/Cholesterol/CDO_(complex)	14261	complex	component>
SHH	14258	protein	SHH_Np/Cholesterol/Hhip_(complex)	14264	complex	component>
SHH	14258	protein	SHH_Np/Cholesterol/PTCH2_(complex)	14267	complex	component>
SHH	14258	protein	SHH_Np/Cholesterol/BOC_(complex)	14260	complex	component>
SHH	14258	protein	SHH/PTC1_(complex)	14268	complex	component>
SHH	14258	protein	Cyclin_B/CDC2_(complex)	3438	complex	component>
SHH	14258	protein	Hedgehog_protein_N_product_(family)	6343	family	member>
SULT1A3	15038	protein	TL_phenol_transferase_1A3_homodimer_(complex)	15685	complex	component>
MEF2D/NFAT1/Cbp/p300_(complex)	8793	complex	NR4A1	9931	protein	-t>
E2F4/DP2/p107-p130_(complex)	4124	complex	MAD2L1	8520	protein	-t|
E2F4/DP2/p107-p130_(complex)	4124	complex	CDK1	2615	protein	-t|
E2F4/DP2/p107-p130_(complex)	4124	complex	CDC25A	2556	protein	-t|
E2F4/DP2/p107-p130_(complex)	4124	complex	MYBL2	9175	protein	-t|
E2F4/DP2/p107-p130_(complex)	4124	complex	E2F4/DP2/p107-p130/HDAC1_(complex)	4125	complex	component>
JUN/FOS/NFAT1-c-4_(complex)	7786	complex	T_cell_anergy_(abstract)	15198	abstract	-a|
JUN/FOS/NFAT1-c-4_(complex)	7786	complex	IL4	7228	protein	-t>
JUN/FOS/NFAT1-c-4_(complex)	7786	complex	FASLG	4963	protein	-t>
JUN/FOS/NFAT1-c-4_(complex)	7786	complex	IL13	7103	protein	-t>
MYC/Max/MIZ-1/DNMT3A/GFI1_(complex)	9188	complex	CDKN1A	2654	protein	-t|
E2F6/DP_(complex)	4131	complex	TK1	15683	protein	-t|
E2F6/DP_(complex)	4131	complex	RBBP8	13320	protein	-t|
TP73-2	15848	protein	TAp73b_(tetramer)/Amphiphysin_IIB_(complex)	15323	complex	component>
TP73-2	15848	protein	TAp73b_(tetramer)_(complex)	15322	complex	component>
TP73-2	15848	protein	TAp73b_(tetramer)/MDM2/TIP60_(complex)	15324	complex	component>
FOXA1-2_(family)	5280	family	AFP	518	protein	-t>
FOXA1-2_(family)	5280	family	TTR	16047	protein	-t>
FOXA1-2_(family)	5280	family	ALB	592	protein	-t>
FOXA2	5281	protein	KCNJ11	7884	protein	-t>
FOXA2	5281	protein	ABCC8	127	protein	-t>
FOXA2	5281	protein	GCK	5663	protein	-t>
FOXA2	5281	protein	NKX2-1	9737	protein	-t>
FOXA2	5281	protein	FOXA1	5279	protein	-t>
FOXA2	5281	protein	HMGCS1	6658	protein	-t>
FOXA2	5281	protein	ACADM	162	protein	-t>
FOXA2	5281	protein	PKLR	12129	protein	-t>
FOXA2	5281	protein	HADH	6254	protein	-t>
FOXA2	5281	protein	DLK1	3772	protein	-t>
FOXA2	5281	protein	ALDOB	600	protein	-t>
FOXA2	5281	protein	ALAS1	588	protein	-t>
FOXA2	5281	protein	SCGB1A1	14046	protein	-t|
FOXA2	5281	protein	FOXA_(family)	5278	family	member>
TL_phenol_transferase_1A3_homodimer_(complex)	15685	complex	SULT_enzymes_active_on_33prime-Triiodothyronine_(T2)_(family)	15028	family	member>
TBXA2R	15360	protein	Thromboxanes/TB_R_(complex)	15621	complex	component>
TBXA2R	15360	protein	TP_receptor/Thromboxane_A2_(complex)	15830	complex	component>
TBXA2R	15360	protein	GPCRs_that_activate_Gq/11_(family)	5976	family	member>
DEFB1	3625	protein	Pre-pro-defensins_(family)	12550	family	member>
DEFB1	3625	protein	Pro-defensins_(family)	12634	family	member>
DEFB1	3625	protein	Beta-defensins_(family)	1734	family	member>
DEFB1	3625	protein	Beta_defensins_14A103_(family)	1714	family	member>
TCF3	15378	protein	TCF3-2	15379	protein	-a>
TCF3	15378	protein	MYOD/TCF3_(complex)	9247	complex	component>
TCF3	15378	protein	E2_alpha_(family)	4049	family	member>
TCF3	15378	protein	phospho-E12/E47_(family)	11831	family	member>
JUN/FOS_(complex)	7780	complex	ELK1	4398	protein	-a|
JUN/FOS_(complex)	7780	complex	GJA1	5751	protein	-t>
JUN/FOS_(complex)	7780	complex	PENK	11685	protein	-t>
JUN/FOS_(complex)	7780	complex	TGFB1	15558	protein	-t>
JUN/FOS_(complex)	7780	complex	KRT5	8079	protein	-t>
JUN/FOS_(complex)	7780	complex	FOSL2	5277	protein	-t>
JUN/FOS_(complex)	7780	complex	CDKN1B	2655	protein	-t|
JUN/FOS_(complex)	7780	complex	FOS	5272	protein	-t|
JUN/FOS_(complex)	7780	complex	JUN/FOS/CRTC1_(complex)	7781	complex	component>
JUN/FOS_(complex)	7780	complex	JUN/FOS/TCF4/beta_catenin_(complex)	7788	complex	component>
JUN/FOS_(complex)	7780	complex	JUN/FOS/RACO-1_(complex)	7787	complex	component>
JUN/FOS_(complex)	7780	complex	JUN/FOS/NFAT1-c-4_(complex)	7786	complex	component>
JUN/FOS_(complex)	7780	complex	JUN/FOS/TRIP6_(complex)	7789	complex	component>
MYC_(rna)	9180	rna	TERT_transcription_factors	15470	protein	-a>
MYC_(rna)	9180	rna	CDKN2A	2656	protein	-t>
MYC_(rna)	9180	rna	RNA_molecules_bound_by_IGF2BP1_(IMP1/CRD-BP/ZBP1/VICKZ1)_(family)	13673	family	member>
MAPK14	8603	protein	STAT3_(dimer_)_(complex)	14907	complex	-a>
MAPK14	8603	protein	RAR_gamma2/9cRA_(complex)	13234	complex	-a>
MAPK14	8603	protein	regulation_of_cell_cycle_(abstract)	13378	abstract	-a>
MAPK14	8603	protein	PLA2G1B	12144	protein	-a>
MAPK14	8603	protein	MYC_(rna)	9180	rna	-a>
MAPK14	8603	protein	MKNK1	8964	protein	-a>
MAPK14	8603	protein	DDIT3	3600	protein	-a>
MAPK14	8603	protein	MAX	8661	protein	-a>
MAPK14	8603	protein	ATF1	1369	protein	-a>
MAPK14	8603	protein	ELK1	4398	protein	-a>
MAPK14	8603	protein	MAPKAPK5	8618	protein	-a>
MAPK14	8603	protein	MEF2/MYOD_(complex)	8786	complex	-a>
MAPK14	8603	protein	PLA2G4A	12147	protein	-a>
MAPK14	8603	protein	MAPK14-2	8604	protein	-a>
MAPK14	8603	protein	MAPK14-4	8606	protein	-a>
MAPK14	8603	protein	MAPK14-3	8605	protein	-a>
MAPK14	8603	protein	NFATC2	9657	protein	-a|
MAPK14	8603	protein	RARs/AIB1/Cbp/p300/PCAF/9cRA_(complex)	13243	complex	-a|
MAPK14	8603	protein	ARRB2	1322	protein	-a|
MAPK14	8603	protein	TRPV1	16015	protein	-t>
MAPK14	8603	protein	RAB7A	13062	protein	-t>
MAPK14	8603	protein	TNF	15743	protein	-t|
MAPK14	8603	protein	p38alpha-beta_(family)	11252	family	member>
MAPK14	8603	protein	MAPK11/ERK6/MAPK13/p38_(family)	8600	family	member>
MAPK14	8603	protein	MAPK_(family)	8596	family	member>
MAPK14	8603	protein	MAP_kinase_p38_alpha/beta_(family)	8561	family	member>
MAPK14	8603	protein	Phospho-MAP_kinase_p38_alpha/beta_(family)	11858	family	member>
MAPK14	8603	protein	Phospho-p38_MAPK_alpha/beta_(family)	11871	family	member>
MAPK14	8603	protein	p38_MAPK_(family)	11248	family	member>
MAPK14	8603	protein	Phospho-p38_MAPK_(family)	11868	family	member>
MAPK14	8603	protein	p38_MAPK_alpha/beta/gamma_(family)	11250	family	member>
MAPK14	8603	protein	Phospho-p38_MAPK_alpha/beta/gamma_(family)	11872	family	member>
MAPK14	8603	protein	phospho-p38_alpha/beta/gamma_MAPK_(family)	11867	family	member>
MAPK14	8603	protein	MAP_kinase_p38_(family)	8559	family	member>
PIM1/p100/Myb_(complex)	12059	complex	LECT2	8236	protein	-t>
AKT1	576	protein	GSK3B	6176	protein	-a>
AKT1	576	protein	RXRs/RARs/SMRT(N-CoR2)/9cRA_(complex)	13967	complex	-a>
AKT1	576	protein	RXRs/RARs/NRIP1/9cRA_(complex)	13964	complex	-a>
AKT1	576	protein	FOXO1-3a-4_(family)	5295	family	-a>
AKT1	576	protein	TBC1D4	15341	protein	-a>
AKT1	576	protein	TERT/NF_kappa_B1/14-3-3_(complex)	15478	complex	-a>
AKT1	576	protein	AKT2/p21CIP1_(complex)	584	complex	-a>
AKT1	576	protein	regulation_of_survival_gene_product_expression_(abstract)	13416	abstract	-a>
AKT1	576	protein	positive_regulation_of_muscle_contraction_(abstract)	12368	abstract	-a>
AKT1	576	protein	regulation_of_mast_cell_degranulation_(abstract)	13408	abstract	-a>
AKT1	576	protein	negative_regulation_of_caspase_activity_(abstract)	9470	abstract	-a>
AKT1	576	protein	cell_migration_(abstract)	2698	abstract	-a>
AKT1	576	protein	axonogenesis_(abstract)	1540	abstract	-a>
AKT1	576	protein	cell_growth_and/or_maintenance_(abstract)	2697	abstract	-a>
AKT1	576	protein	TERT(+1)/TEP1/hTR_RNA_(complex)	15476	complex	-a>
AKT1	576	protein	S1P/EDG1/G-beta/G-gamma/G-alpha-i_(complex)	13986	complex	-a>
AKT1	576	protein	RPS6KB1	13876	protein	-a>
AKT1	576	protein	IKKs_(family)	7027	family	-a>
AKT1	576	protein	TSC1/TSC2_(complex)	16027	complex	-a>
AKT1	576	protein	MYC_(rna)	9180	rna	-a>
AKT1	576	protein	GSK3A	6175	protein	-a>
AKT1	576	protein	CREB/CREB_(complex)	3222	complex	-a>
AKT1	576	protein	FRAP1	5333	protein	-a>
AKT1	576	protein	TERT	15469	protein	-a>
AKT1	576	protein	SOD/catalase_(complex)	14644	complex	-a>
AKT1	576	protein	MEF2/MYOD_(complex)	8786	complex	-a>
AKT1	576	protein	BCL2	1661	protein	-a>
AKT1	576	protein	Phosphorylated_BRF1_(Ser92_Ser203)/mRNA_Complex_(complex)	11928	complex	-a>
AKT1	576	protein	GSK3B	6176	protein	-a|
AKT1	576	protein	FOXO6	5309	protein	-a|
AKT1	576	protein	HIF1A/ARNT_(complex)	6440	complex	-a|
AKT1	576	protein	FOXA2	5281	protein	-a|
AKT1	576	protein	CDKN1B	2655	protein	-a|
AKT1	576	protein	USP8	16406	protein	-a|
AKT1	576	protein	RPS6KB1	13876	protein	-a|
AKT1	576	protein	APPL1	1122	protein	-a|
AKT1	576	protein	GSK3_(family)	6174	family	-a|
AKT1	576	protein	TSC1/TSC2_(complex)	16027	complex	-a|
AKT1	576	protein	EIF4EBP1	4375	protein	-a|
AKT1	576	protein	FOXO1-3a-4_(family)	5295	family	-a|
AKT1	576	protein	FOXO4	5306	protein	-a|
AKT1	576	protein	CBP/p300_(family)	2318	family	-a|
AKT1	576	protein	CBP/p300_(family)	2318	family	-a|
AKT1	576	protein	GLI2A	5758	protein	-a|
AKT1	576	protein	anoikis_(abstract)	1000	abstract	-a|
AKT1	576	protein	MLLT7	8976	protein	-a|
AKT1	576	protein	MYC	9179	protein	-t>
AKT1	576	protein	TERT	15469	protein	-t>
AKT1	576	protein	MCL1	8698	protein	-t>
AKT1	576	protein	ProANF	12646	protein	-t>
AKT1	576	protein	AKT1/RAF1_(complex)	581	complex	component>
AKT1	576	protein	AKT1/ASK1_(complex)	578	complex	component>
AKT1	576	protein	PTP1B/AKT1_(complex)	12862	complex	component>
AKT1	576	protein	COT/AKT1_(complex)	3171	complex	component>
AKT1	576	protein	Telomerase/AKT1/mTOR/p70S6K_(complex)	15453	complex	component>
AKT1	576	protein	HSP90/AKT_(complex)	6773	complex	component>
AKT1	576	protein	eNOS/CaM/HSP90/p-AKT1_(complex)	4464	complex	component>
AKT1	576	protein	p-S1177-eNOS/CaM/HSP90/p-AKT1_(complex)	10714	complex	component>
AKT1	576	protein	p-S1177-eNOS/CaM/HSP90/p-AKT1/BH4_(complex)	10716	complex	component>
AKT1	576	protein	p-S1177-eNOS/CaM/HSP90/p-AKT1/BH2_(complex)	10715	complex	component>
AKT1	576	protein	AKT1-2_(family)	577	family	member>
AKT1	576	protein	AKT1/PDK1_(family)	580	family	member>
G1_phase_of_mitotic_cell_cycle_(abstract)	5482	abstract	CDK4/cyclin_D1_(complex)	2635	complex	-a>
G1_phase_of_mitotic_cell_cycle_(abstract)	5482	abstract	CDK6/cyclin_D3_(complex)	2649	complex	-a>
G1_phase_of_mitotic_cell_cycle_(abstract)	5482	abstract	Cyclin_E/CDK2_(complex)	3466	complex	-a>
G1_phase_of_mitotic_cell_cycle_(abstract)	5482	abstract	CDK4/cyclin_D2_(complex)	2637	complex	-a>
G1_phase_of_mitotic_cell_cycle_(abstract)	5482	abstract	DDX5	3609	protein	-a>
G1_phase_of_mitotic_cell_cycle_(abstract)	5482	abstract	PTPN2-2	12873	protein	-t>
G1_phase_of_mitotic_cell_cycle_(abstract)	5482	abstract	CDC25A	2556	protein	-t>
SHC1	14244	protein	G1_phase_of_mitotic_cell_cycle_(abstract)	5482	abstract	-a>
SHC1	14244	protein	SHC1-2	14246	protein	-a>
SHC1	14244	protein	SHC1-3	14247	protein	-a>
SHC1	14244	protein	Insulin_Receptor/Insulin/SHC/GRB10_(complex)	7417	complex	component>
SHC1	14244	protein	Insulin_Receptor/Insulin/SHC_(complex)	7416	complex	component>
SHC1	14244	protein	alpha6/beta4_Integrin/Met_/SHC/PI3K_(complex)	774	complex	component>
SHC1	14244	protein	ErbB2/ErbB3/neuregulin_1_beta/SHC_(complex)	4623	complex	component>
SHC1	14244	protein	IL2/IL2R_alpha/beta/gamma/JAK1/LCK/JAK3/SHC/GRB2/SOS1/GAB2/SHP2/PI3K_(complex)	7137	complex	component>
SHC1	14244	protein	IGF-1R_heterotetramer/IGF1/SHC/GRB10_(complex)	6962	complex	component>
SHC1	14244	protein	SHC/GRB2/SOS1_(complex)	14239	complex	component>
SHC1	14244	protein	SHC/GRB2/SOS1_(complex)	14239	complex	component>
SHC1	14244	protein	IGF-1R_heterotetramer/IGF1/GRB2/Sos/Shc_(complex)	6955	complex	component>
